timepoint model testSet feature importance
1.0 full 0 metAtUniversity 0.0442740393951
1.0 full 0 metAtThirdPlace 0.00565239207911
1.0 full 0 metAtOtherPlace 0.0080406682092
1.0 full 0 timeSpentAtHomeWith 0.013441869452
1.0 full 0 timeSpentAtUniversityWith 0.0599439597337
1.0 full 0 timeSpentAtThirdPlaceWith 0.00247244835398
1.0 full 0 timeSpentAtOtherPlaceWith 0.00243799903357
1.0 full 0 spatialTriadicClosure 0.105759297582
1.0 full 0 candidatesSpatialTriadicClosure 0.000224895904217
1.0 full 0 numberOfPeople 0.0908030466091
1.0 full 0 jaccard 0.0408799968724
1.0 full 0 adamicAdar 0.0374393251183
1.0 full 0 PA 0.0668661589078
1.0 full 0 propScores 0.160848511881
1.0 full 0 resourceAllocation 0.0396395525549
1.0 full 0 metAtHourOfTheWeek 0.0574765941811
1.0 full 0 metAtDayOfTheWeek 0.0314502870184
1.0 full 0 metAtHourOfTheDay 0.0660194010935
1.0 full 1 timeSpent 0.107127531672
1.0 full 1 friends 0.0461207781364
1.0 full 1 metAtHome 0.0122962487306
1.0 full 1 metAtUniversity 0.0438516885978
1.0 full 1 metAtThirdPlace 0.00498577066952
1.0 full 1 metAtOtherPlace 0.00714659678372
1.0 full 1 timeSpentAtHomeWith 0.0111587245198
1.0 full 1 timeSpentAtUniversityWith 0.0594745920149
1.0 full 1 timeSpentAtThirdPlaceWith 0.00261623583231
1.0 full 1 timeSpentAtOtherPlaceWith 0.00197180098939
1.0 full 1 spatialTriadicClosure 0.10439034188
1.0 full 1 candidatesSpatialTriadicClosure 0.000340539960192
1.0 full 1 numberOfPeople 0.0903343665469
1.0 full 1 jaccard 0.0412861990058
1.0 full 1 adamicAdar 0.0392382992067
1.0 full 1 PA 0.071145712471
1.0 full 1 propScores 0.159843250056
1.0 full 1 resourceAllocation 0.0398430583253
1.0 full 1 metAtHourOfTheWeek 0.0577843764275
1.0 full 1 metAtDayOfTheWeek 0.0311855678779
1.0 full 1 metAtHourOfTheDay 0.0678583202966
1.0 full 2 timeSpent 0.102786275702
1.0 full 2 friends 0.0471492625677
1.0 full 2 metAtHome 0.0111820800113
1.0 full 2 metAtUniversity 0.042905130525
1.0 full 2 metAtThirdPlace 0.0063018020736
1.0 full 2 metAtOtherPlace 0.00802745343775
1.0 full 2 timeSpentAtHomeWith 0.0107463659664
1.0 full 2 timeSpentAtUniversityWith 0.060038508462
1.0 full 2 timeSpentAtThirdPlaceWith 0.0033358207132
1.0 full 2 timeSpentAtOtherPlaceWith 0.00250512052743
1.0 full 2 spatialTriadicClosure 0.101420228902
1.0 full 2 candidatesSpatialTriadicClosure 0.000378215139287
1.0 full 2 numberOfPeople 0.0912415046956
1.0 full 2 jaccard 0.0430908621452
1.0 full 2 adamicAdar 0.0391813080501
1.0 full 2 PA 0.0688061819142
1.0 full 2 propScores 0.164605093661
1.0 full 2 resourceAllocation 0.0408121385616
1.0 full 2 metAtHourOfTheWeek 0.0562897091933
1.0 full 2 metAtDayOfTheWeek 0.0323364118917
1.0 full 2 metAtHourOfTheDay 0.0668605258603
1.0 full 3 timeSpent 0.102580353902
1.0 full 3 friends 0.0466730547779
1.0 full 3 metAtHome 0.0114070096326
1.0 full 3 metAtUniversity 0.0432905555902
1.0 full 3 metAtThirdPlace 0.00583256770508
1.0 full 3 metAtOtherPlace 0.00802317630864
1.0 full 3 timeSpentAtHomeWith 0.0099128132741
1.0 full 3 timeSpentAtUniversityWith 0.0582703200929
1.0 full 3 timeSpentAtThirdPlaceWith 0.00289334782254
1.0 full 3 timeSpentAtOtherPlaceWith 0.00202177489019
1.0 full 3 spatialTriadicClosure 0.107168414436
1.0 full 3 candidatesSpatialTriadicClosure 0.000285633277751
1.0 full 3 numberOfPeople 0.0907928947782
1.0 full 3 jaccard 0.0425607712712
1.0 full 3 adamicAdar 0.0377934814523
1.0 full 3 PA 0.0677248583247
1.0 full 3 propScores 0.162701008472
1.0 full 3 resourceAllocation 0.0410999771736
1.0 full 3 metAtHourOfTheWeek 0.0577477493878
1.0 full 3 metAtDayOfTheWeek 0.0319820029358
1.0 full 3 metAtHourOfTheDay 0.0692382344947
1.0 full 4 timeSpent 0.104523270684
1.0 full 4 friends 0.0504586832419
1.0 full 4 metAtHome 0.0126731713523
1.0 full 4 metAtUniversity 0.0434925848661
1.0 full 4 metAtThirdPlace 0.00532160624991
1.0 full 4 metAtOtherPlace 0.00776396732529
1.0 full 4 timeSpentAtHomeWith 0.0111036166003
1.0 full 4 timeSpentAtUniversityWith 0.0591673880889
1.0 full 4 timeSpentAtThirdPlaceWith 0.00322268169006
1.0 full 4 timeSpentAtOtherPlaceWith 0.00244492753552
1.0 full 4 spatialTriadicClosure 0.107326100112
1.0 full 4 candidatesSpatialTriadicClosure 0.000367027933123
1.0 full 4 numberOfPeople 0.0918137448635
1.0 full 4 jaccard 0.0406369599375
1.0 full 4 adamicAdar 0.0370872905255
1.0 full 4 PA 0.0685016139964
1.0 full 4 propScores 0.155548832312
1.0 full 4 resourceAllocation 0.0399695712652
1.0 full 4 metAtHourOfTheWeek 0.0596264368518
1.0 full 4 metAtDayOfTheWeek 0.0321539416741
1.0 full 4 metAtHourOfTheDay 0.0667965828946
1.0 full 5 timeSpent 0.106547776664
1.0 full 5 friends 0.0478336613781
1.0 full 5 metAtHome 0.0132530349815
1.0 full 5 metAtUniversity 0.0418870505513
1.0 full 5 metAtThirdPlace 0.00605574684675
1.0 full 5 metAtOtherPlace 0.00807478552228
1.0 full 5 timeSpentAtHomeWith 0.0129330578882
1.0 full 5 timeSpentAtUniversityWith 0.0588470866919
1.0 full 5 timeSpentAtThirdPlaceWith 0.0033349398206
1.0 full 5 timeSpentAtOtherPlaceWith 0.00252613722315
1.0 full 5 spatialTriadicClosure 0.105072566453
1.0 full 5 candidatesSpatialTriadicClosure 0.000382208670145
1.0 full 5 numberOfPeople 0.0898514755215
1.0 full 5 jaccard 0.0394601378085
1.0 full 5 adamicAdar 0.037466621288
1.0 full 5 PA 0.0645223204795
1.0 full 5 propScores 0.16500116516
1.0 full 5 resourceAllocation 0.0377299598104
1.0 full 5 metAtHourOfTheWeek 0.0585099586987
1.0 full 5 metAtDayOfTheWeek 0.0320083219602
1.0 full 5 metAtHourOfTheDay 0.0687019865823
1.0 full 6 timeSpent 0.10585996955
1.0 full 6 friends 0.0456220628746
1.0 full 6 metAtHome 0.0120938374953
1.0 full 6 metAtUniversity 0.0426526219377
1.0 full 6 metAtThirdPlace 0.00585476619984
1.0 full 6 metAtOtherPlace 0.00772090905631
1.0 full 6 timeSpentAtHomeWith 0.011140513855
1.0 full 6 timeSpentAtUniversityWith 0.0605294886285
1.0 full 6 timeSpentAtThirdPlaceWith 0.00260486926197
1.0 full 6 timeSpentAtOtherPlaceWith 0.00233934811861
1.0 full 6 spatialTriadicClosure 0.106880904684
1.0 full 6 candidatesSpatialTriadicClosure 0.000327120035447
1.0 full 6 numberOfPeople 0.091339602915
1.0 full 6 jaccard 0.0418361779821
1.0 full 6 adamicAdar 0.036878738025
1.0 full 6 PA 0.0676662188615
1.0 full 6 propScores 0.162280229985
1.0 full 6 resourceAllocation 0.0389338752033
1.0 full 6 metAtHourOfTheWeek 0.0573579881598
1.0 full 6 metAtDayOfTheWeek 0.0317925058394
1.0 full 6 metAtHourOfTheDay 0.0682882513326
1.0 full 7 timeSpent 0.106860247743
1.0 full 7 friends 0.0473318289677
1.0 full 7 metAtHome 0.0132376970999
1.0 full 7 metAtUniversity 0.0415260130796
1.0 full 7 metAtThirdPlace 0.00609523075483
1.0 full 7 metAtOtherPlace 0.00824989785289
1.0 full 7 timeSpentAtHomeWith 0.0128075494464
1.0 full 7 timeSpentAtUniversityWith 0.0588406601007
1.0 full 7 timeSpentAtThirdPlaceWith 0.00312758026361
1.0 full 7 timeSpentAtOtherPlaceWith 0.00227507114596
1.0 full 7 spatialTriadicClosure 0.100570002974
1.0 full 7 candidatesSpatialTriadicClosure 0.000323393379408
1.0 full 7 numberOfPeople 0.0908928552564
1.0 full 7 jaccard 0.0415338229529
1.0 full 7 adamicAdar 0.0386764550517
1.0 full 7 PA 0.0695582343564
1.0 full 7 propScores 0.162605167062
1.0 full 7 resourceAllocation 0.0396484075634
1.0 full 7 metAtHourOfTheWeek 0.0559957170146
1.0 full 7 metAtDayOfTheWeek 0.0325488629156
1.0 full 7 metAtHourOfTheDay 0.0672953050195
1.0 full 8 timeSpent 0.102241873786
1.0 full 8 friends 0.0498969291302
1.0 full 8 metAtHome 0.0124971600894
1.0 full 8 metAtUniversity 0.0432329487081
1.0 full 8 metAtThirdPlace 0.00635504574495
1.0 full 8 metAtOtherPlace 0.00775560599143
1.0 full 8 timeSpentAtHomeWith 0.0119876819157
1.0 full 8 timeSpentAtUniversityWith 0.0596112395369
1.0 full 8 timeSpentAtThirdPlaceWith 0.00334745588925
1.0 full 8 timeSpentAtOtherPlaceWith 0.00214258868931
1.0 full 8 spatialTriadicClosure 0.105353667317
1.0 full 8 candidatesSpatialTriadicClosure 0.000396846279098
1.0 full 8 numberOfPeople 0.0912200501951
1.0 full 8 jaccard 0.0412137628684
1.0 full 8 adamicAdar 0.0394286986466
1.0 full 8 PA 0.0694972756227
1.0 full 8 propScores 0.157913650026
1.0 full 8 resourceAllocation 0.0405516836034
1.0 full 8 metAtHourOfTheWeek 0.0562475061095
1.0 full 8 metAtDayOfTheWeek 0.0314334153105
1.0 full 8 metAtHourOfTheDay 0.0676749145408
1.0 full 9 timeSpent 0.105715314186
1.0 full 9 friends 0.0464891470935
1.0 full 9 metAtHome 0.0125812353059
1.0 full 9 metAtUniversity 0.0423200905792
1.0 full 9 metAtThirdPlace 0.0058269600407
1.0 full 9 metAtOtherPlace 0.00855219525234
1.0 full 9 timeSpentAtHomeWith 0.0125643062512
1.0 full 9 timeSpentAtUniversityWith 0.0581121545421
1.0 full 9 timeSpentAtThirdPlaceWith 0.00235092478755
1.0 full 9 timeSpentAtOtherPlaceWith 0.00245525967016
1.0 full 9 spatialTriadicClosure 0.108343432268
1.0 full 9 candidatesSpatialTriadicClosure 0.000193629366868
1.0 full 9 numberOfPeople 0.0901400106373
1.0 full 9 jaccard 0.0411743701396
1.0 full 9 adamicAdar 0.0373989021649
1.0 full 9 PA 0.0674467815563
1.0 full 9 propScores 0.163495493632
1.0 full 9 resourceAllocation 0.0391364569737
1.0 full 9 metAtHourOfTheWeek 0.0571494602474
1.0 full 9 metAtDayOfTheWeek 0.0320588891143
1.0 full 9 metAtHourOfTheDay 0.0664949861913
1.25 random 0 random 1.0
1.25 random 1 random 1.0
1.25 random 2 random 1.0
1.25 random 3 random 1.0
1.25 random 4 random 1.0
1.25 random 5 random 1.0
1.25 random 6 random 1.0
1.25 random 7 random 1.0
1.25 random 8 random 1.0
1.25 random 9 random 1.0
1.25 past 0 friends 1.0
1.25 past 1 friends 1.0
1.25 past 2 friends 1.0
1.25 past 3 friends 1.0
1.25 past 4 friends 1.0
1.25 past 5 friends 1.0
1.25 past 6 friends 1.0
1.25 past 7 friends 1.0
1.25 past 8 friends 1.0
1.25 past 9 friends 1.0
1.25 base 0 timeSpent 0.88716799746
1.25 base 0 friends 0.11283200254
1.25 base 1 timeSpent 0.889262100148
1.25 base 1 friends 0.110737899852
1.25 base 2 timeSpent 0.887373706219
1.25 base 2 friends 0.112626293781
1.25 base 3 timeSpent 0.880565543463
1.25 base 3 friends 0.119434456537
1.25 base 4 timeSpent 0.883400189492
1.25 base 4 friends 0.116599810508
1.25 base 5 timeSpent 0.879744428156
1.25 base 5 friends 0.120255571844
1.25 base 6 timeSpent 0.881348890368
1.25 base 6 friends 0.118651109632
1.25 base 7 timeSpent 0.877536841084
1.25 base 7 friends 0.122463158916
1.25 base 8 timeSpent 0.884891723455
1.25 base 8 friends 0.115108276545
1.25 base 9 timeSpent 0.886238171268
1.25 base 9 friends 0.113761828732
1.25 networkOnly 0 jaccard 0.0472304156176
1.25 networkOnly 0 adamicAdar 0.0451449716672
1.25 networkOnly 0 PA 0.0761055148678
1.25 networkOnly 0 propScores 0.786450090196
1.25 networkOnly 0 resourceAllocation 0.045069007651
1.25 networkOnly 1 jaccard 0.0484820539721
1.25 networkOnly 1 adamicAdar 0.0463964706348
1.25 networkOnly 1 PA 0.0763530339848
1.25 networkOnly 1 propScores 0.782572520499
1.25 networkOnly 1 resourceAllocation 0.0461959209093
1.25 networkOnly 2 jaccard 0.0477661683794
1.25 networkOnly 2 adamicAdar 0.0453058424579
1.25 networkOnly 2 PA 0.0757801169983
1.25 networkOnly 2 propScores 0.784621703872
1.25 networkOnly 2 resourceAllocation 0.0465261682924
1.25 networkOnly 3 jaccard 0.0493619259902
1.25 networkOnly 3 adamicAdar 0.0450274105068
1.25 networkOnly 3 PA 0.0712998247129
1.25 networkOnly 3 propScores 0.786502408756
1.25 networkOnly 3 resourceAllocation 0.0478084300338
1.25 networkOnly 4 jaccard 0.0487194833355
1.25 networkOnly 4 adamicAdar 0.0440840200462
1.25 networkOnly 4 PA 0.0721543855919
1.25 networkOnly 4 propScores 0.790912553115
1.25 networkOnly 4 resourceAllocation 0.0441295579115
1.25 networkOnly 5 jaccard 0.0473674886976
1.25 networkOnly 5 adamicAdar 0.0435559459512
1.25 networkOnly 5 PA 0.0742988918808
1.25 networkOnly 5 propScores 0.786812566305
1.25 networkOnly 5 resourceAllocation 0.0479651071651
1.25 networkOnly 6 jaccard 0.0492633286911
1.25 networkOnly 6 adamicAdar 0.0443681593529
1.25 networkOnly 6 PA 0.0720208396961
1.25 networkOnly 6 propScores 0.788276471004
1.25 networkOnly 6 resourceAllocation 0.0460712012556
1.25 networkOnly 7 jaccard 0.0489536596267
1.25 networkOnly 7 adamicAdar 0.0435713075749
1.25 networkOnly 7 PA 0.0748255557717
1.25 networkOnly 7 propScores 0.785161377322
1.25 networkOnly 7 resourceAllocation 0.0474880997044
1.25 networkOnly 8 jaccard 0.0508289284569
1.25 networkOnly 8 adamicAdar 0.0450311551828
1.25 networkOnly 8 PA 0.0749634127801
1.25 networkOnly 8 propScores 0.784428361708
1.25 networkOnly 8 resourceAllocation 0.0447481418726
1.25 networkOnly 9 jaccard 0.0484270994432
1.25 networkOnly 9 adamicAdar 0.0424766461796
1.25 networkOnly 9 PA 0.0775455496921
1.25 networkOnly 9 propScores 0.786013290413
1.25 networkOnly 9 resourceAllocation 0.0455374142726
1.25 network 0 timeSpent 0.34448734794
1.25 network 0 friends 0.0631603371867
1.25 network 0 jaccard 0.0438761594303
1.25 network 0 adamicAdar 0.0423149800037
1.25 network 0 PA 0.0634180673881
1.25 network 0 propScores 0.401599291932
1.25 network 0 resourceAllocation 0.0411438161186
1.25 network 1 timeSpent 0.347243714
1.25 network 1 friends 0.0564993086161
1.25 network 1 jaccard 0.0462254315356
1.25 network 1 adamicAdar 0.0410342904986
1.25 network 1 PA 0.0644445338934
1.25 network 1 propScores 0.401331280471
1.25 network 1 resourceAllocation 0.0432214409857
1.25 network 2 timeSpent 0.348132528418
1.25 network 2 friends 0.056583442398
1.25 network 2 jaccard 0.0445335588386
1.25 network 2 adamicAdar 0.0434010069223
1.25 network 2 PA 0.0632223131559
1.25 network 2 propScores 0.402351447237
1.25 network 2 resourceAllocation 0.0417757030294
1.25 network 3 timeSpent 0.348338261426
1.25 network 3 friends 0.061501268962
1.25 network 3 jaccard 0.0440392047559
1.25 network 3 adamicAdar 0.0415187517852
1.25 network 3 PA 0.0620361275078
1.25 network 3 propScores 0.401698711935
1.25 network 3 resourceAllocation 0.0408676736278
1.25 network 4 timeSpent 0.349731981958
1.25 network 4 friends 0.0658621504049
1.25 network 4 jaccard 0.0445187564608
1.25 network 4 adamicAdar 0.0389047925766
1.25 network 4 PA 0.0599474794605
1.25 network 4 propScores 0.398770533528
1.25 network 4 resourceAllocation 0.0422643056113
1.25 network 5 timeSpent 0.34974951635
1.25 network 5 friends 0.0648515850018
1.25 network 5 jaccard 0.0421469321577
1.25 network 5 adamicAdar 0.038267370495
1.25 network 5 PA 0.0656637568354
1.25 network 5 propScores 0.396783038491
1.25 network 5 resourceAllocation 0.0425378006684
1.25 network 6 timeSpent 0.349851236808
1.25 network 6 friends 0.06260807543
1.25 network 6 jaccard 0.0440980259974
1.25 network 6 adamicAdar 0.0398070674024
1.25 network 6 PA 0.0610703052959
1.25 network 6 propScores 0.40156562247
1.25 network 6 resourceAllocation 0.0409996665954
1.25 network 7 timeSpent 0.348065620762
1.25 network 7 friends 0.0661489103614
1.25 network 7 jaccard 0.0434850111946
1.25 network 7 adamicAdar 0.0403542463073
1.25 network 7 PA 0.0636718707461
1.25 network 7 propScores 0.398078473174
1.25 network 7 resourceAllocation 0.0401958674547
1.25 network 8 timeSpent 0.345276033442
1.25 network 8 friends 0.0621619604897
1.25 network 8 jaccard 0.0456581219714
1.25 network 8 adamicAdar 0.0412892856069
1.25 network 8 PA 0.0607797355265
1.25 network 8 propScores 0.400384646921
1.25 network 8 resourceAllocation 0.0444502160433
1.25 network 9 timeSpent 0.350352966754
1.25 network 9 friends 0.0586868249242
1.25 network 9 jaccard 0.0448722215129
1.25 network 9 adamicAdar 0.0383069893965
1.25 network 9 PA 0.0636139654695
1.25 network 9 propScores 0.403604046543
1.25 network 9 resourceAllocation 0.0405629853997
1.25 time 0 timeSpent 0.48452292289
1.25 time 0 friends 0.108281124011
1.25 time 0 metAtHourOfTheWeek 0.15164366728
1.25 time 0 metAtDayOfTheWeek 0.0668424178427
1.25 time 0 metAtHourOfTheDay 0.188709867975
1.25 time 1 timeSpent 0.492838836312
1.25 time 1 friends 0.109282333491
1.25 time 1 metAtHourOfTheWeek 0.146553068385
1.25 time 1 metAtDayOfTheWeek 0.06624645627
1.25 time 1 metAtHourOfTheDay 0.185079305542
1.25 time 2 timeSpent 0.491047392327
1.25 time 2 friends 0.108291761093
1.25 time 2 metAtHourOfTheWeek 0.148544392748
1.25 time 2 metAtDayOfTheWeek 0.0664566078812
1.25 time 2 metAtHourOfTheDay 0.185659845951
1.25 time 3 timeSpent 0.486704272049
1.25 time 3 friends 0.112519314493
1.25 time 3 metAtHourOfTheWeek 0.148753575141
1.25 time 3 metAtDayOfTheWeek 0.0655222532345
1.25 time 3 metAtHourOfTheDay 0.186500585083
1.25 time 4 timeSpent 0.486613286331
1.25 time 4 friends 0.115811210258
1.25 time 4 metAtHourOfTheWeek 0.146080632614
1.25 time 4 metAtDayOfTheWeek 0.0657130008428
1.25 time 4 metAtHourOfTheDay 0.185781869954
1.25 time 5 timeSpent 0.481838393086
1.25 time 5 friends 0.119204712851
1.25 time 5 metAtHourOfTheWeek 0.146979078547
1.25 time 5 metAtDayOfTheWeek 0.0658560862884
1.25 time 5 metAtHourOfTheDay 0.186121729228
1.25 time 6 timeSpent 0.485858885318
1.25 time 6 friends 0.113555455148
1.25 time 6 metAtHourOfTheWeek 0.147563854492
1.25 time 6 metAtDayOfTheWeek 0.0662570388622
1.25 time 6 metAtHourOfTheDay 0.186764766179
1.25 time 7 timeSpent 0.48630541175
1.25 time 7 friends 0.112334908698
1.25 time 7 metAtHourOfTheWeek 0.147411660584
1.25 time 7 metAtDayOfTheWeek 0.0675951816856
1.25 time 7 metAtHourOfTheDay 0.186352837283
1.25 time 8 timeSpent 0.488484705617
1.25 time 8 friends 0.109408179851
1.25 time 8 metAtHourOfTheWeek 0.146334058242
1.25 time 8 metAtDayOfTheWeek 0.0672294009114
1.25 time 8 metAtHourOfTheDay 0.188543655378
1.25 time 9 timeSpent 0.48558231826
1.25 time 9 friends 0.112657182549
1.25 time 9 metAtHourOfTheWeek 0.14843282225
1.25 time 9 metAtDayOfTheWeek 0.0657016077638
1.25 time 9 metAtHourOfTheDay 0.187626069177
1.25 social 0 timeSpent 0.326722235269
1.25 social 0 friends 0.083844128027
1.25 social 0 spatialTriadicClosure 0.297494945697
1.25 social 0 candidatesSpatialTriadicClosure 0.0
1.25 social 0 numberOfPeople 0.291938691007
1.25 social 1 timeSpent 0.337176474982
1.25 social 1 friends 0.0802290002826
1.25 social 1 spatialTriadicClosure 0.290208466533
1.25 social 1 candidatesSpatialTriadicClosure 0.0
1.25 social 1 numberOfPeople 0.292386058202
1.25 social 2 timeSpent 0.336602651341
1.25 social 2 friends 0.080680469676
1.25 social 2 spatialTriadicClosure 0.290836557957
1.25 social 2 candidatesSpatialTriadicClosure 0.0
1.25 social 2 numberOfPeople 0.291880321025
1.25 social 3 timeSpent 0.332160657493
1.25 social 3 friends 0.0874863493614
1.25 social 3 spatialTriadicClosure 0.28960420717
1.25 social 3 candidatesSpatialTriadicClosure 0.0
1.25 social 3 numberOfPeople 0.290748785976
1.25 social 4 timeSpent 0.329140549596
1.25 social 4 friends 0.0847322167145
1.25 social 4 spatialTriadicClosure 0.29654776003
1.25 social 4 candidatesSpatialTriadicClosure 0.0
1.25 social 4 numberOfPeople 0.289579473659
1.25 social 5 timeSpent 0.326904472323
1.25 social 5 friends 0.0884901200545
1.25 social 5 spatialTriadicClosure 0.296866397264
1.25 social 5 candidatesSpatialTriadicClosure 0.0
1.25 social 5 numberOfPeople 0.287739010358
1.25 social 6 timeSpent 0.330536236948
1.25 social 6 friends 0.0867674272803
1.25 social 6 spatialTriadicClosure 0.294950295178
1.25 social 6 candidatesSpatialTriadicClosure 0.0
1.25 social 6 numberOfPeople 0.287746040594
1.25 social 7 timeSpent 0.330077571398
1.25 social 7 friends 0.0876400887383
1.25 social 7 spatialTriadicClosure 0.289048704587
1.25 social 7 candidatesSpatialTriadicClosure 0.0
1.25 social 7 numberOfPeople 0.293233635277
1.25 social 8 timeSpent 0.330669783425
1.25 social 8 friends 0.0851518622349
1.25 social 8 spatialTriadicClosure 0.291704518533
1.25 social 8 candidatesSpatialTriadicClosure 0.0
1.25 social 8 numberOfPeople 0.292473835807
1.25 social 9 timeSpent 0.331847879947
1.25 social 9 friends 0.0864848161869
1.25 social 9 spatialTriadicClosure 0.293226436496
1.25 social 9 candidatesSpatialTriadicClosure 0.0
1.25 social 9 numberOfPeople 0.28844086737
1.25 place 0 timeSpent 0.46357962148
1.25 place 0 friends 0.107822784486
1.25 place 0 metAtHome 0.0205160313996
1.25 place 0 metAtUniversity 0.111560389647
1.25 place 0 metAtThirdPlace 0.0143097025413
1.25 place 0 metAtOtherPlace 0.0243630211548
1.25 place 0 timeSpentAtHomeWith 0.0185692360665
1.25 place 0 timeSpentAtUniversityWith 0.226125179485
1.25 place 0 timeSpentAtThirdPlaceWith 0.00569863995329
1.25 place 0 timeSpentAtOtherPlaceWith 0.00745539378679
1.25 place 1 timeSpent 0.479176339828
1.25 place 1 friends 0.102802040829
1.25 place 1 metAtHome 0.0169823978522
1.25 place 1 metAtUniversity 0.109505061364
1.25 place 1 metAtThirdPlace 0.0112354509402
1.25 place 1 metAtOtherPlace 0.0223825912955
1.25 place 1 timeSpentAtHomeWith 0.0155152274417
1.25 place 1 timeSpentAtUniversityWith 0.229068978292
1.25 place 1 timeSpentAtThirdPlaceWith 0.00679419725901
1.25 place 1 timeSpentAtOtherPlaceWith 0.00653771489835
1.25 place 2 timeSpent 0.464530558111
1.25 place 2 friends 0.102054993078
1.25 place 2 metAtHome 0.0182704587076
1.25 place 2 metAtUniversity 0.113630834523
1.25 place 2 metAtThirdPlace 0.0163759001851
